gene_id	microbiota	pval	se	gene_name	Tissue	chr	diseases
ENSG00000003056.7	genus.RuminococcaceaeNK4A214group.id.11358	0.0423170617000177	0.0158139711781192	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.RuminococcaceaeUCG004.id.11362	5.94320083699372e-10	0.0200735380486804	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.RuminococcaceaeUCG005.id.11363	7.31468651243767e-05	0.0204209857051675	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.RuminococcaceaeUCG009.id.11366	0.00176457738360972	0.0225670186947281	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.RuminococcaceaeUCG010.id.11367	6.33053905914276e-08	0.0172744391583124	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.RuminococcaceaeUCG011.id.11368	2.07667142784654e-06	0.0327410498007749	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.Ruminococcus2.id.11374	0.000290900426536902	0.0157867801946503	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.Streptococcus.id.1853	1.24766115715153e-06	0.0152745074778484	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.Subdoligranulum.id.2070	5.41640423346557e-16	0.0147130714601435	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.Terrisporobacter.id.11348	1.69554564869492e-10	0.0238979568252916	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.Turicibacter.id.2162	0.000103801259538923	0.020708235483808	M6PR	Transverse	12	NA
ENSG00000003056.7	genus.Tyzzerella3.id.11335	2.89729370278451e-16	0.026336783138765	M6PR	Transverse	12	NA
ENSG00000004534.14	genus..Eubacteriumbrachygroup.id.11296	0.00827971750325718	0.0223308848670132	RBM6	Transverse	3	NA
ENSG00000004534.14	genus.Alistipes.id.968	0.0466596343228921	0.0107235676528972	RBM6	Transverse	3	NA
ENSG00000004534.14	genus.Anaerofilum.id.2053	0.0125749365992191	0.0198449971513882	RBM6	Transverse	3	NA
ENSG00000004534.14	genus.Barnesiella.id.944	0.0318438026255812	0.011893109530057	RBM6	Transverse	3	NA
ENSG00000004534.14	genus.Bifidobacterium.id.436	0.0263918526627296	0.011713923099088	RBM6	Transverse	3	NA
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	Insomnia
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	Schizophrenia
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	Pain in throat and chest
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	Leg pain on walking
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	Chest pain or discomfort
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	Wheeze or whistling in the chest in last year
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	Asthma
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	Shortness of breath walking on level ground
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	M17 Gonarthrosis [arthrosis of knee]
ENSG00000004534.14	genus.Dorea.id.1997	0.0491633671690694	0.0121693376128992	RBM6	Transverse	3	Type 2 diabetes
ENSG00000004534.14	genus.Odoribacter.id.952	0.026641078715805	0.0117071745286456	RBM6	Transverse	3	NA
ENSG00000004534.14	genus.RuminococcaceaeUCG003.id.11361	0.00100531726699113	0.0118549832773249	RBM6	Transverse	3	NA
ENSG00000004534.14	genus.RuminococcaceaeUCG011.id.11368	0.00527835070002324	0.0263275074553465	RBM6	Transverse	3	NA
ENSG00000005156.11	genus..Eubacteriumhalliigroup.id.11338	0.00848949838814652	0.0217714446758811	LIG3	Transverse	17	NA
ENSG00000005156.11	genus.Anaerostipes.id.1991	0.0142299519273203	0.0215312802419505	LIG3	Transverse	17	NA
ENSG00000005156.11	genus.Bifidobacterium.id.436	0.0471235548356665	0.0230917543540975	LIG3	Transverse	17	NA
ENSG00000005156.11	genus.LachnospiraceaeUCG004.id.11324	0.024666570976191	0.0233404076778894	LIG3	Transverse	17	NA
ENSG00000005156.11	genus.Ruminococcus1.id.11373	0.0136302219261781	0.0217298799678927	LIG3	Transverse	17	NA
ENSG00000005469.11	genus.Sutterella.id.2896	0.0296968119076063	0.0292282802965887	CROT	Transverse	7	NA
ENSG00000006715.15	genus.RuminococcaceaeUCG013.id.11370	0.00111547995032553	0.0392422580537219	VPS41	Transverse	7	H40 Glaucoma
ENSG00000009950.15	genus.Lachnoclostridium.id.11308	0.0336087503504073	0.0214910077180468	MLXIPL	Transverse	7	NA
ENSG00000010626.14	genus..Clostridiuminnocuumgroup.id.14397	4.49642115973304e-26	0.00653396929606864	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus..Eubacteriumhalliigroup.id.11338	0.000122449055178489	0.00328422477937865	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus..Eubacteriumoxidoreducensgroup.id.11339	3.70858791794063e-19	0.00576485288570007	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus..Eubacteriumxylanophilumgroup.id.14375	0.00396839008690142	0.00366695478916773	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus..Ruminococcusgauvreauiigroup.id.11342	8.53542987327164e-05	0.00365323371272237	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus..Ruminococcustorquesgroup.id.14377	1.98503707430346e-44	0.00316949022750211	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Akkermansia.id.4037	3.57514547391628e-25	0.003882734952503	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Allisonella.id.2174	1.08438819756307e-09	0.00744783428417244	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Anaerofilum.id.2053	2.07116402184134e-42	0.00594356889105601	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Anaerotruncus.id.2054	4.31776167538232e-08	0.00328560338978083	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Barnesiella.id.944	4.996850619245e-26	0.00354779789434683	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Bifidobacterium.id.436	1.88432940407944e-13	0.00347568731937876	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Bilophila.id.3170	6.6886175763828e-09	0.00372525894485843	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Butyrivibrio.id.1993	6.05319316415483e-20	0.00717557013147778	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.CandidatusSoleaferrea.id.11350	3.24032009654554e-25	0.00537546938895471	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Catenibacterium.id.2153	8.07276435630633e-39	0.00739526248895963	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Collinsella.id.815	0.024544861820522	0.00352970370537798	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Coprobacter.id.949	5.87905557045388e-27	0.00513053054771556	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Coprococcus2.id.11302	1.25818943923101e-54	0.00394206595533155	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Desulfovibrio.id.3173	2.49749884240374e-93	0.00439943932567663	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Eggerthella.id.819	5.5526800098969e-06	0.00587264416398326	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Eisenbergiella.id.11304	0.0488051593155102	0.00563561957003823	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Erysipelatoclostridium.id.11381	1.08083218110454e-07	0.00427207059009769	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Escherichia.Shigella.id.3504	0.0234513634424595	0.00385334478864748	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Faecalibacterium.id.2057	4.14071686333459e-06	0.00314389816751667	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Fusicatenibacter.id.11305	7.18347071484487e-09	0.00320602369482726	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Gordonibacter.id.821	1.03552952560383e-15	0.00689986796190425	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Holdemanella.id.11393	0.0431235750597577	0.00481927514419621	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.LachnospiraceaeNC2004group.id.11316	2.07173697916753e-06	0.00531137078767938	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.LachnospiraceaeNK4A136group.id.11319	0.00125253585448164	0.00321942688753183	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.LachnospiraceaeUCG010.id.11330	8.89166592980295e-09	0.00367563955888663	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Marvinbryantia.id.2005	0.0461807656930727	0.00387102021022255	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Oscillospira.id.2064	1.82607427403008e-59	0.00418677576130583	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Parabacteroides.id.954	0.0470186393688457	0.00321365796524176	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Paraprevotella.id.962	0.00276263058168731	0.00498667299005757	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Phascolarctobacterium.id.2168	1.25237481646867e-08	0.00401112112634186	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.RikenellaceaeRC9gutgroup.id.11191	8.29179897667747e-11	0.00734931297665574	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Romboutsia.id.11347	1.75877529793656e-26	0.00354878951223594	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Roseburia.id.2012	0.00278917678904672	0.00316381947721948	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.RuminococcaceaeNK4A214group.id.11358	5.25126606580998e-15	0.00341970234953874	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.RuminococcaceaeUCG002.id.11360	4.76057901524361e-07	0.00323362758447268	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.RuminococcaceaeUCG003.id.11361	1.29165408030806e-22	0.00351733798185899	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.RuminococcaceaeUCG005.id.11363	9.58990828046191e-06	0.00333118452646324	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.RuminococcaceaeUCG011.id.11368	2.14215328730196e-20	0.00701467916012427	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Ruminococcus2.id.11374	4.77666297728328e-06	0.00341487107769768	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Senegalimassilia.id.11160	4.00696109240101e-15	0.00508351941169689	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Slackia.id.825	0.000826368575122122	0.00542968801364294	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Streptococcus.id.1853	2.18761867504286e-09	0.00330332563845145	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Subdoligranulum.id.2070	1.48092551763057e-19	0.00318736917521799	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Turicibacter.id.2162	1.0108493667821e-46	0.00447049270572158	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Tyzzerella3.id.11335	1.24561629134513e-05	0.00576483572041165	LRRC23	Transverse	12	NA
ENSG00000010626.14	genus.Victivallis.id.2256	3.1742531199295e-05	0.00748446199289476	LRRC23	Transverse	12	NA
ENSG00000011295.15	genus.Adlercreutzia.id.812	0.00774511775203701	0.0414946050944914	TTC19	Transverse	17	NA
ENSG00000011295.15	genus.Desulfovibrio.id.3173	0.0488731118982011	0.0392399370228365	TTC19	Transverse	17	NA
ENSG00000011295.15	genus.Eisenbergiella.id.11304	0.016266011214451	0.050462828854817	TTC19	Transverse	17	NA
ENSG00000011295.15	genus.LachnospiraceaeFCS020group.id.11314	6.89264540269209e-05	0.0321363598339158	TTC19	Transverse	17	NA
ENSG00000011295.15	genus.LachnospiraceaeUCG008.id.11328	0.0466594393084995	0.0450355938455797	TTC19	Transverse	17	NA
ENSG00000011295.15	genus.Lactococcus.id.1851	0.0102209902032854	0.0592469811310783	TTC19	Transverse	17	NA
ENSG00000015676.17	genus.Anaerostipes.id.1991	0.000982045494765474	0.0315852995485654	NUDCD3	Transverse	7	Schizophrenia
ENSG00000015676.17	genus.Anaerostipes.id.1991	0.000982045494765474	0.0315852995485654	NUDCD3	Transverse	7	PEF
ENSG00000015676.17	genus.Anaerostipes.id.1991	0.000982045494765474	0.0315852995485654	NUDCD3	Transverse	7	FEV1
ENSG00000015676.17	genus.Anaerostipes.id.1991	0.000982045494765474	0.0315852995485654	NUDCD3	Transverse	7	PEF
ENSG00000015676.17	genus.Anaerostipes.id.1991	0.000982045494765474	0.0315852995485654	NUDCD3	Transverse	7	FEV1
ENSG00000015676.17	genus.Anaerostipes.id.1991	0.000982045494765474	0.0315852995485654	NUDCD3	Transverse	7	K57 Diverticular disease of intestine
ENSG00000015676.17	genus.Anaerostipes.id.1991	0.000982045494765474	0.0315852995485654	NUDCD3	Transverse	7	Diverticulosis and diverticulitis
ENSG00000015676.17	genus.Butyrivibrio.id.1993	0.0328062352989606	0.0676661537426032	NUDCD3	Transverse	7	NA
ENSG00000015676.17	genus.Eggerthella.id.819	0.0293559760494664	0.0567292123253885	NUDCD3	Transverse	7	NA
ENSG00000015676.17	genus.Methanobrevibacter.id.123	0.0129742073730679	0.0676214281962413	NUDCD3	Transverse	7	NA
ENSG00000015676.17	genus.RuminococcaceaeUCG009.id.11366	0.0201433031833143	0.0467159320161434	NUDCD3	Transverse	7	NA
ENSG00000018699.11	genus.Actinomyces.id.423	0.000188202905038649	0.0406624841860757	TTC27	Transverse	2	NA
ENSG00000018699.11	genus.Tyzzerella3.id.11335	0.0233919957301974	0.0502390635315869	TTC27	Transverse	2	NA
ENSG00000021488.12	genus..Eubacteriumruminantiumgroup.id.11340	0.0334091236256988	0.0296797895341918	SLC7A9	Transverse	19	NA
ENSG00000021488.12	genus.Barnesiella.id.944	0.0221028595480022	0.0216631045511353	SLC7A9	Transverse	19	NA
ENSG00000023191.16	genus..Eubacteriumoxidoreducensgroup.id.11339	0.0171734566843236	0.0518208194964657	RNH1	Transverse	11	NA
ENSG00000025156.12	genus.Eisenbergiella.id.11304	0.0459470085120897	0.0700235410300446	HSF2	Transverse	6	NA
ENSG00000026950.16	genus..Clostridiuminnocuumgroup.id.14397	0.00180857149223551	0.0644787722341413	BTN3A1	Transverse	6	Hand grip strength (right)
ENSG00000028203.17	genus.Holdemania.id.2157	0.0276248705938056	0.0325111582627112	VEZT	Transverse	12	NA
ENSG00000028203.17	genus.Lactococcus.id.1851	0.00982100789021871	0.0496446532174076	VEZT	Transverse	12	NA
ENSG00000028203.17	genus.Terrisporobacter.id.11348	0.0287855061430386	0.0385641962436247	VEZT	Transverse	12	NA
ENSG00000031691.6	genus.Clostridiumsensustricto1.id.1873	0.0049264521978956	0.0107365148156411	CENPQ	Transverse	6	NA
ENSG00000031691.6	genus.Dialister.id.2183	0.0341013767952565	0.0116452329070034	CENPQ	Transverse	6	NA
ENSG00000031691.6	genus.Eisenbergiella.id.11304	0.0281270534189665	0.017075584379338	CENPQ	Transverse	6	NA
ENSG00000031691.6	genus.LachnospiraceaeFCS020group.id.11314	0.0109875955013159	0.0108814106791345	CENPQ	Transverse	6	NA
ENSG00000031691.6	genus.LachnospiraceaeUCG001.id.11321	0.00125951353115415	0.0126821712759111	CENPQ	Transverse	6	NA
ENSG00000031691.6	genus.Romboutsia.id.11347	0.0277830693376461	0.0117728366225499	CENPQ	Transverse	6	NA
ENSG00000031691.6	genus.RuminococcaceaeUCG010.id.11367	0.0278183438371416	0.0112560033084116	CENPQ	Transverse	6	NA
ENSG00000031691.6	genus.Ruminococcus1.id.11373	0.0130684520442216	0.00990516677542959	CENPQ	Transverse	6	NA
ENSG00000034533.11	genus.DefluviitaleaceaeUCG011.id.11287	0.0445790612184186	0.065375975444182	ASTE1	Transverse	3	NA
ENSG00000034533.11	genus.Fusicatenibacter.id.11305	0.0242662907645886	0.0455192114262714	ASTE1	Transverse	3	NA
ENSG00000034533.11	genus.Haemophilus.id.3698	0.0158226544470994	0.0632062107071835	ASTE1	Transverse	3	NA
ENSG00000034533.11	genus.Prevotella9.id.11183	0.00904257701512628	0.0600506866882457	ASTE1	Transverse	3	NA
ENSG00000042317.16	genus..Eubacteriumeligensgroup.id.14372	0.0342882413864154	0.0220191206178123	SPATA7	Transverse	14	NA
ENSG00000042317.16	genus.ChristensenellaceaeR.7group.id.11283	0.0486413622045289	0.0209063825098478	SPATA7	Transverse	14	NA
ENSG00000042317.16	genus.Coprococcus2.id.11302	0.0457290767624605	0.0249452579683574	SPATA7	Transverse	14	NA
ENSG00000042317.16	genus.Lachnospira.id.2004	0.00497184073883204	0.0208147230135453	SPATA7	Transverse	14	NA
ENSG00000042317.16	genus.LachnospiraceaeUCG004.id.11324	4.77996914236301e-05	0.0222610879995666	SPATA7	Transverse	14	NA
ENSG00000042317.16	genus.Prevotella9.id.11183	0.0232173674119569	0.0264610069048489	SPATA7	Transverse	14	NA
ENSG00000042317.16	genus.RuminococcaceaeUCG005.id.11363	3.1456442804075e-05	0.0210451650336089	SPATA7	Transverse	14	NA
ENSG00000042317.16	genus.RuminococcaceaeUCG010.id.11367	0.00224573626551072	0.0235602825978735	SPATA7	Transverse	14	NA
ENSG00000042317.16	genus.Streptococcus.id.1853	0.026344934940448	0.0208579359405922	SPATA7	Transverse	14	NA
ENSG00000044459.14	genus.Haemophilus.id.3698	0.0224477696463231	0.0713431779649877	CNTLN	Transverse	9	NA
ENSG00000044459.14	genus.Lachnoclostridium.id.11308	0.0457434539855616	0.0511403403961979	CNTLN	Transverse	9	NA
ENSG00000047188.15	genus..Eubacteriumrectalegroup.id.14374	0.00159485374239301	0.027487406337917	YTHDC2	Transverse	5	NA
ENSG00000047188.15	genus.Eisenbergiella.id.11304	0.00108262471924727	0.0482181036359684	YTHDC2	Transverse	5	NA
ENSG00000047188.15	genus.Enterorhabdus.id.820	0.0115828390437054	0.0413723602572271	YTHDC2	Transverse	5	NA
ENSG00000047188.15	genus.Erysipelatoclostridium.id.11381	0.0469391067685786	0.0364298645579985	YTHDC2	Transverse	5	NA
ENSG00000047188.15	genus.LachnospiraceaeNC2004group.id.11316	0.00324279030365948	0.0458316205292896	YTHDC2	Transverse	5	NA
ENSG00000047188.15	genus.Oscillospira.id.2064	0.0306199016426489	0.0358822905707615	YTHDC2	Transverse	5	NA
ENSG00000047188.15	genus.Tyzzerella3.id.11335	6.45846074065479e-05	0.0496545138597736	YTHDC2	Transverse	5	FEV1/FVC
ENSG00000047936.10	genus.Actinomyces.id.423	0.0291297587213746	0.0569245322688554	ROS1	Transverse	6	NA
ENSG00000053900.10	genus.LachnospiraceaeUCG004.id.11324	0.0196076597708165	0.0134437329359294	ANAPC4	Transverse	4	NA
ENSG00000053900.10	genus.Paraprevotella.id.962	0.0449080168973892	0.0190798020066306	ANAPC4	Transverse	4	NA
ENSG00000055211.12	genus..Eubacteriumnodatumgroup.id.11297	0.00100294781898197	0.0918783910412578	GINM1	Transverse	6	NA
ENSG00000055211.12	genus.Barnesiella.id.944	0.0364495568280156	0.0441192444919837	GINM1	Transverse	6	NA
ENSG00000055483.19	genus.Anaerofilum.id.2053	0.0394917547325435	0.0437792834839008	USP36	Transverse	17	NA
ENSG00000055955.15	genus..Eubacteriumbrachygroup.id.11296	0.0449883825853057	0.0324659447120544	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Clostridiumsensustricto1.id.1873	7.36519872337497e-05	0.0171911829367358	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Coprobacter.id.949	0.0488731118982011	0.0248192374048641	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Faecalibacterium.id.2057	0.014619990144394	0.0151818038105222	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Methanobrevibacter.id.123	4.19078529009003e-05	0.0345009397488157	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Paraprevotella.id.962	0.00161622657347588	0.0239863660544041	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Parasutterella.id.2892	0.0432194295854685	0.0191612258540673	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Prevotella9.id.11183	0.0200319585165431	0.020030059156508	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Romboutsia.id.11347	0.0065258781195609	0.0171649561851175	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Ruminiclostridium6.id.11356	0.0165107391693975	0.0176857361719368	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Slackia.id.825	0.00843792372640513	0.026242931356652	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Sutterella.id.2896	0.015938255676185	0.0177138793285483	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Turicibacter.id.2162	8.36472159192255e-05	0.0216140364638821	ITIH4	Transverse	3	NA
ENSG00000055955.15	genus.Victivallis.id.2256	0.0116679496033308	0.0365129724725056	ITIH4	Transverse	3	NA
ENSG00000058063.15	genus..Eubacteriumventriosumgroup.id.11341	0.0200809699152796	0.0636900547590249	ATP11B	Transverse	3	NA
ENSG00000059691.11	genus.LachnospiraceaeUCG010.id.11330	0.0229614293180159	0.0425172257482091	GATB	Transverse	4	NA
ENSG00000059691.11	genus.RuminococcaceaeUCG009.id.11366	0.00578412539681299	0.0562793465115165	GATB	Transverse	4	NA
ENSG00000059691.11	genus.Streptococcus.id.1853	0.0343416394190435	0.0381905390175445	GATB	Transverse	4	NA
ENSG00000059691.11	genus.Sutterella.id.2896	0.0190680471286618	0.0425107517035449	GATB	Transverse	4	NA
ENSG00000059691.11	genus.Veillonella.id.2198	0.0281773801778693	0.0507536224207244	GATB	Transverse	4	NA
ENSG00000060642.10	genus..Eubacteriumruminantiumgroup.id.11340	0.0232761111269734	0.0423498218804087	PIGV	Transverse	1	NA
ENSG00000060642.10	genus.Butyrivibrio.id.1993	0.0240211253907088	0.060801035802404	PIGV	Transverse	1	NA
ENSG00000060642.10	genus.Holdemanella.id.11393	0.000938194107409014	0.0416774304888649	PIGV	Transverse	1	Diastolic_Blood_Pressure
ENSG00000060642.10	genus.Holdemanella.id.11393	0.000938194107409014	0.0416774304888649	PIGV	Transverse	1	Hypertension
